Time: 19/19:4:45 Arduino 0: 4
Time: 19/19:4:45 Arduino 0: 0: 262.62,1: 248.91,2: 239.41,3: 232.73,4: 226.05,5: 221.13,6: 217.27
Time: 19/19:4:48 Arduino 0: 0: 277.38,1: 270.35,2: 264.38,3: 258.05,4: 250.66,5: 245.74,6: 238.71
Time: 19/19:4:48 Arduino 0: 0: 280.55,1: 274.22,2: 266.13,3: 260.86,4: 254.53,5: 246.80,6: 242.23
Time: 19/19:4:48 Arduino 0: 0: 283.36,1: 276.33,2: 270.00,3: 262.97,4: 256.64,5: 250.66,6: 242.93
Time: 19/19:4:48 Arduino 0: 0: 285.82,1: 279.84,2: 271.76,3: 266.48,4: 258.75,5: 251.72,6: 246.45
Time: 19/19:4:48 Arduino 0: 0: 287.93,1: 281.25,2: 275.27,3: 267.54,4: 261.21,5: 253.83,6: 246.80
Time: 19/19:4:49 Arduino 0: 0: 290.74,1: 284.06,2: 276.68,3: 270.70,4: 262.27,5: 255.94,6: 248.91
Time: 19/19:4:49 Arduino 0: 0: 294.96,1: 287.23,2: 279.14,3: 271.76,4: 265.43,5: 256.29,6: 249.96
Time: 19/19:4:49 Arduino 0: 0: 296.02,1: 289.34,2: 281.95,3: 274.92,4: 266.13,5: 259.80,6: 251.37
Time: 19/19:4:49 Arduino 0: 0: 299.88,1: 293.55,2: 284.06,3: 277.38,4: 269.65,5: 260.51,6: 254.53
Time: 19/19:4:49 Arduino 0: 0: 300.94,1: 293.91,2: 286.88,3: 278.44,4: 270.00,5: 262.62,6: 253.48
Time: 19/19:4:49 Arduino 0: 0: 300.59,1: 294.61,2: 286.17,3: 280.55,4: 272.46,5: 263.32,6: 257.34
Time: 19/19:4:49 Arduino 0: 0: 300.59,1: 294.26,2: 287.93,3: 280.55,4: 273.16,5: 265.43,6: 256.99
Time: 19/19:4:49 Arduino 0: 0: 300.59,1: 294.26,2: 287.23,3: 281.60,4: 272.81,5: 265.78,6: 258.75
Time: 19/19:4:49 Arduino 0: 0: 302.34,1: 294.61,2: 287.93,3: 281.25,4: 275.27,5: 266.48,6: 259.80
Time: 19/19:4:49 Arduino 0: 0: 300.23,1: 294.61,2: 288.28,3: 282.66,4: 274.57,5: 267.89,6: 260.51
Time: 19/19:4:49 Arduino 0: 0: 282.66,1: 280.90,2: 278.44,3: 275.27,4: 270.70,5: 263.32,6: 258.75
Time: 19/19:4:49 Arduino 0: 0: 264.73,1: 265.78,2: 266.84,3: 265.43,4: 262.27,5: 259.45,6: 253.48
Time: 19/19:4:49 Arduino 0: 0: 262.62,1: 261.56,2: 258.75,3: 258.75,4: 255.94,5: 252.07,6: 249.96
Time: 19/19:4:49 Arduino 0: 0: 262.62,1: 259.45,2: 256.29,3: 252.77,4: 251.02,5: 248.55,6: 244.34
Time: 19/19:4:50 Arduino 0: 0: 262.62,1: 259.10,2: 254.53,3: 252.42,4: 248.20,5: 245.04,6: 243.28
Time: 19/19:4:50 Arduino 0: 0: 262.97,1: 259.45,2: 254.88,3: 250.31,4: 247.85,5: 243.28,6: 240.12
Time: 19/19:4:50 Arduino 0: 0: 262.97,1: 259.10,2: 254.18,3: 251.02,4: 245.39,5: 242.58,6: 238.71
Time: 19/19:4:50 Arduino 0: 0: 262.97,1: 259.10,2: 254.18,3: 249.61,4: 246.09,5: 240.82,6: 238.01
Time: 19/19:4:50 Arduino 0: 0: 262.97,1: 258.05,2: 254.53,3: 249.96,4: 245.04,5: 241.88,6: 236.60
Time: 19/19:4:50 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 249.61,4: 245.74,5: 240.12,6: 237.66
Time: 19/19:4:50 Arduino 0: 0: 263.32,1: 258.40,2: 254.53,3: 249.26,4: 245.04,5: 241.17,6: 235.55
Time: 19/19:4:50 Arduino 0: 0: 265.43,1: 260.51,2: 254.53,3: 251.02,4: 245.39,5: 240.47,6: 237.30
Time: 19/19:4:50 Arduino 0: 0: 267.54,1: 262.62,2: 257.34,3: 251.02,4: 246.80,5: 241.52,6: 235.90
Time: 19/19:4:50 Arduino 0: 0: 271.76,1: 265.78,2: 259.10,3: 254.53,4: 247.50,5: 242.58,6: 238.01
Time: 19/19:4:50 Arduino 0: 0: 274.57,1: 269.30,2: 262.27,3: 255.94,4: 251.02,5: 243.98,6: 239.06
Time: 19/19:4:50 Arduino 0: 0: 278.09,1: 271.05,2: 265.08,3: 258.75,4: 251.72,5: 246.80,6: 240.12
Time: 19/19:4:50 Arduino 0: 0: 280.20,1: 274.57,2: 266.84,3: 260.86,4: 255.23,5: 247.15,6: 242.93
Time: 19/19:4:51 Arduino 0: 0: 284.06,1: 276.33,2: 270.00,3: 263.32,4: 256.29,5: 250.66,6: 242.93
Time: 19/19:4:51 Arduino 0: 0: 285.47,1: 278.79,2: 271.05,3: 265.78,4: 258.40,5: 251.02,6: 245.74
Time: 19/19:4:51 Arduino 0: 0: 287.93,1: 281.25,2: 274.57,3: 266.13,4: 259.80,5: 252.42,6: 244.34
Time: 19/19:4:51 Arduino 0: 0: 290.39,1: 283.71,2: 275.27,3: 268.95,4: 260.16,5: 253.13,6: 246.80
Time: 19/19:4:51 Arduino 0: 0: 293.91,1: 286.52,2: 278.79,3: 270.70,4: 264.38,5: 255.94,6: 248.91
Time: 19/19:4:51 Arduino 0: 0: 297.07,1: 289.34,2: 281.95,3: 275.27,4: 266.13,5: 259.80,6: 252.07
Time: 19/19:4:51 Arduino 0: 0: 299.53,1: 293.55,2: 285.12,3: 277.73,4: 270.35,5: 261.21,6: 254.53
Time: 19/19:4:51 Arduino 0: 0: 300.94,1: 293.91,2: 287.23,3: 280.20,4: 271.41,5: 264.38,6: 255.23
Time: 19/19:4:51 Arduino 0: 0: 300.59,1: 294.61,2: 286.52,3: 281.95,4: 272.81,5: 264.02,6: 258.05
Time: 19/19:4:51 Arduino 0: 0: 300.23,1: 293.91,2: 287.93,3: 280.20,4: 273.16,5: 265.43,6: 256.29
Time: 19/19:4:51 Arduino 0: 0: 299.53,1: 293.91,2: 286.52,3: 280.90,4: 272.11,5: 264.38,6: 257.34
Time: 19/19:4:51 Arduino 0: 0: 300.23,1: 293.91,2: 286.88,3: 279.49,4: 272.81,5: 264.38,6: 256.64
Time: 19/19:4:51 Arduino 0: 0: 299.88,1: 293.20,2: 286.52,3: 280.90,4: 272.11,5: 265.43,6: 258.05
Time: 19/19:4:51 Arduino 0: 0: 299.18,1: 292.50,2: 285.82,3: 279.49,4: 273.87,5: 265.08,6: 258.75
Time: 19/19:4:52 Arduino 0: 0: 277.38,1: 275.98,2: 275.63,3: 272.81,4: 267.54,5: 262.97,6: 256.29
Time: 19/19:4:52 Arduino 0: 0: 263.32,1: 264.73,2: 263.32,3: 263.32,4: 261.21,5: 256.29,6: 253.48
Time: 19/19:4:52 Arduino 0: 0: 263.32,1: 260.16,2: 259.10,3: 256.64,4: 254.53,5: 252.07,6: 247.50
Time: 19/19:4:52 Arduino 0: 0: 262.62,1: 259.45,2: 255.23,3: 253.48,4: 250.31,5: 247.15,6: 245.39
Time: 19/19:4:52 Arduino 0: 0: 262.97,1: 259.10,2: 254.88,3: 250.66,4: 248.20,5: 244.69,6: 240.82
Time: 19/19:4:52 Arduino 0: 0: 262.62,1: 258.40,2: 253.83,3: 251.02,4: 245.74,5: 242.93,6: 240.12
Time: 19/19:4:52 Arduino 0: 0: 262.62,1: 259.10,2: 254.18,3: 249.61,4: 246.45,5: 241.52,6: 238.36
Time: 19/19:4:52 Arduino 0: 0: 262.62,1: 258.75,2: 254.18,3: 250.31,4: 245.04,5: 241.88,6: 237.30
Time: 19/19:4:52 Arduino 0: 0: 262.97,1: 259.10,2: 253.48,3: 249.61,4: 245.74,5: 240.12,6: 237.66
Time: 19/19:4:52 Arduino 0: 0: 263.32,1: 258.40,2: 254.53,3: 249.96,4: 245.04,5: 241.52,6: 236.25
Time: 19/19:4:52 Arduino 0: 0: 262.97,1: 259.10,2: 253.83,3: 250.66,4: 246.09,5: 240.82,6: 238.36
Time: 19/19:4:52 Arduino 0: 0: 265.43,1: 260.86,2: 256.29,3: 250.66,4: 246.45,5: 241.88,6: 236.95
Time: 19/19:4:52 Arduino 0: 0: 270.35,1: 264.02,2: 258.40,3: 254.88,4: 249.61,5: 245.39,6: 242.58
Time: 19/19:4:53 Arduino 0: 0: 272.11,1: 269.30,2: 263.67,3: 258.05,4: 253.83,5: 247.85,6: 242.58
Time: 19/19:4:53 Arduino 0: 0: 274.92,1: 269.30,2: 264.73,3: 258.75,4: 252.07,5: 247.50,6: 242.58
Time: 19/19:4:53 Arduino 0: 0: 281.25,1: 272.81,2: 265.43,3: 259.80,4: 254.88,5: 247.50,6: 243.63
Time: 19/19:4:53 Arduino 0: 0: 281.25,1: 274.57,2: 268.59,3: 262.27,4: 255.23,5: 250.66,6: 243.63
Time: 19/19:4:53 Arduino 0: 0: 283.36,1: 277.38,2: 269.65,3: 264.02,4: 257.70,5: 250.31,6: 246.09
Time: 19/19:4:53 Arduino 0: 0: 285.82,1: 279.14,2: 272.81,3: 265.78,4: 259.80,5: 252.77,6: 245.04
Time: 19/19:4:53 Arduino 0: 0: 288.63,1: 283.01,2: 274.57,3: 268.95,4: 261.21,5: 253.83,6: 248.55
Time: 19/19:4:53 Arduino 0: 0: 291.80,1: 284.41,2: 278.09,3: 270.00,4: 263.67,5: 255.94,6: 248.91
Time: 19/19:4:53 Arduino 0: 0: 293.55,1: 287.23,2: 279.49,3: 273.16,4: 264.38,5: 258.05,6: 250.66
Time: 19/19:4:53 Arduino 0: 0: 297.07,1: 290.39,2: 281.95,3: 274.92,4: 267.89,5: 258.75,6: 252.07
Time: 19/19:4:53 Arduino 0: 0: 300.23,1: 292.50,2: 285.12,3: 278.09,4: 269.30,5: 262.27,6: 253.83
Time: 19/19:4:53 Arduino 0: 0: 300.59,1: 294.26,2: 286.17,3: 279.84,4: 272.11,5: 263.32,6: 256.64
Time: 19/19:4:53 Arduino 0: 0: 300.23,1: 293.91,2: 287.93,3: 280.20,4: 272.81,5: 265.43,6: 256.64
Time: 19/19:4:53 Arduino 0: 0: 300.59,1: 294.26,2: 286.88,3: 281.95,4: 273.87,5: 265.43,6: 259.45
Time: 19/19:4:54 Arduino 0: 0: 300.23,1: 293.91,2: 287.93,3: 280.55,4: 274.22,5: 266.84,6: 258.40
Time: 19/19:4:54 Arduino 0: 0: 300.59,1: 293.55,2: 287.23,3: 281.95,4: 273.52,5: 266.84,6: 259.80
Time: 19/19:4:54 Arduino 0: 0: 298.83,1: 291.45,2: 285.82,3: 279.84,4: 274.22,5: 266.13,6: 259.10
Time: 19/19:4:54 Arduino 0: 0: 276.33,1: 274.92,2: 273.87,3: 272.11,4: 266.84,5: 262.62,6: 256.29
Time: 19/19:4:54 Arduino 0: 0: 263.32,1: 264.02,2: 262.97,3: 262.27,4: 260.16,5: 255.59,6: 252.42
Time: 19/19:4:54 Arduino 0: 0: 262.27,1: 260.16,2: 258.40,3: 255.94,4: 253.48,5: 251.72,6: 246.45
Time: 19/19:4:54 Arduino 0: 0: 262.62,1: 259.45,2: 254.53,3: 253.13,4: 249.96,5: 246.09,6: 244.69
Time: 19/19:4:54 Arduino 0: 0: 262.62,1: 259.45,2: 255.59,3: 250.66,4: 247.85,5: 244.69,6: 240.47
Time: 19/19:4:54 Arduino 0: 0: 262.62,1: 259.10,2: 254.18,3: 251.02,4: 246.09,5: 242.58,6: 240.12
Time: 19/19:4:54 Arduino 0: 0: 262.27,1: 258.75,2: 254.53,3: 249.26,4: 246.45,5: 241.52,6: 237.66
Time: 19/19:4:54 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 249.96,4: 244.69,5: 241.17,6: 237.30
Time: 19/19:4:54 Arduino 0: 0: 263.32,1: 258.75,2: 253.83,3: 249.61,4: 245.39,5: 240.12,6: 236.95
Time: 19/19:4:54 Arduino 0: 0: 264.02,1: 258.05,2: 254.18,3: 249.61,4: 244.69,5: 241.52,6: 235.90
Time: 19/19:4:55 Arduino 0: 0: 263.32,1: 259.10,2: 253.48,3: 249.96,4: 245.74,5: 240.12,6: 237.30
Time: 19/19:4:55 Arduino 0: 0: 266.13,1: 260.86,2: 256.29,3: 250.31,4: 245.74,5: 241.52,6: 235.55
Time: 19/19:4:55 Arduino 0: 0: 269.30,1: 263.67,2: 256.99,3: 253.13,4: 246.80,5: 241.52,6: 238.01
Time: 19/19:4:55 Arduino 0: 0: 271.76,1: 266.48,2: 260.51,3: 253.83,4: 249.26,5: 243.28,6: 237.66
Time: 19/19:4:55 Arduino 0: 0: 275.27,1: 269.65,2: 262.62,3: 257.70,4: 250.31,5: 245.04,6: 239.77
Time: 19/19:4:55 Arduino 0: 0: 278.79,1: 272.81,2: 265.78,3: 259.45,4: 253.83,5: 246.45,6: 241.17
Time: 19/19:4:55 Arduino 0: 0: 280.90,1: 274.57,2: 268.24,3: 262.27,4: 254.88,5: 249.61,6: 242.58
Time: 19/19:4:55 Arduino 0: 0: 283.71,1: 277.73,2: 270.00,3: 264.02,4: 258.05,5: 249.96,6: 245.39
Time: 19/19:4:55 Arduino 0: 0: 286.52,1: 279.84,2: 273.52,3: 266.13,4: 259.10,5: 253.13,6: 245.39
Time: 19/19:4:55 Arduino 0: 0: 288.98,1: 282.30,2: 274.57,3: 268.95,4: 261.21,5: 253.83,6: 248.55
Time: 19/19:4:55 Arduino 0: 0: 291.80,1: 284.77,2: 278.09,3: 270.00,4: 263.67,5: 256.29,6: 248.55
Time: 19/19:4:55 Arduino 0: 0: 294.61,1: 287.58,2: 279.84,3: 273.87,4: 265.08,5: 258.05,6: 251.72
Time: 19/19:4:55 Arduino 0: 0: 297.42,1: 291.09,2: 283.36,3: 275.27,4: 268.59,5: 259.80,6: 252.77
Time: 19/19:4:55 Arduino 0: 0: 301.64,1: 292.50,2: 285.47,3: 279.84,4: 269.65,5: 262.97,6: 254.88
Time: 19/19:4:56 Arduino 0: 0: 300.59,1: 294.61,2: 286.88,3: 279.84,4: 273.16,5: 263.67,6: 256.99
Time: 19/19:4:56 Arduino 0: 0: 300.59,1: 294.96,2: 288.28,3: 281.25,4: 272.81,5: 265.78,6: 257.34
Time: 19/19:4:56 Arduino 0: 0: 299.88,1: 294.26,2: 286.88,3: 281.60,4: 273.87,5: 265.43,6: 259.45
Time: 19/19:4:56 Arduino 0: 0: 299.88,1: 294.26,2: 287.93,3: 280.90,4: 273.87,5: 266.84,6: 258.40
Time: 19/19:4:56 Arduino 0: 0: 299.53,1: 294.26,2: 287.58,3: 282.30,4: 273.87,5: 266.13,6: 260.16
Time: 19/19:4:56 Arduino 0: 0: 299.88,1: 293.91,2: 287.93,3: 281.25,4: 274.92,5: 267.19,6: 259.80
Time: 19/19:4:56 Arduino 0: 0: 296.37,1: 289.34,2: 284.41,3: 280.20,4: 272.81,5: 266.13,6: 259.45
Time: 19/19:4:56 Arduino 0: 0: 272.46,1: 272.81,2: 271.76,3: 269.65,4: 267.54,5: 260.51,6: 255.94
Time: 19/19:4:56 Arduino 0: 0: 263.32,1: 262.97,2: 262.62,3: 261.56,4: 258.40,5: 255.94,6: 251.02
Time: 19/19:4:56 Arduino 0: 0: 262.97,1: 260.51,2: 256.64,3: 255.59,4: 253.48,5: 249.61,6: 247.85
Time: 19/19:4:56 Arduino 0: 0: 262.97,1: 260.51,2: 256.29,3: 252.42,4: 249.26,5: 247.50,6: 242.58
Time: 19/19:4:56 Arduino 0: 0: 262.97,1: 259.45,2: 254.53,3: 251.72,4: 247.50,5: 244.34,6: 241.88
Time: 19/19:4:56 Arduino 0: 0: 263.32,1: 258.75,2: 254.53,3: 249.61,4: 246.80,5: 242.93,6: 238.71
Time: 19/19:4:57 Arduino 0: 0: 262.62,1: 258.75,2: 253.83,3: 250.66,4: 245.04,5: 241.88,6: 238.71
Time: 19/19:4:57 Arduino 0: 0: 262.97,1: 258.75,2: 254.18,3: 249.26,4: 246.09,5: 240.82,6: 237.30
Time: 19/19:4:57 Arduino 0: 0: 262.62,1: 258.40,2: 254.18,3: 250.31,4: 244.69,5: 241.52,6: 236.95
Time: 19/19:4:57 Arduino 0: 0: 262.97,1: 259.10,2: 253.48,3: 249.61,4: 245.74,5: 240.12,6: 238.01
Time: 19/19:4:57 Arduino 0: 0: 264.02,1: 259.10,2: 255.23,3: 249.96,4: 245.04,5: 241.52,6: 235.55
Time: 19/19:4:57 Arduino 0: 0: 267.19,1: 261.91,2: 255.59,3: 251.37,4: 246.09,5: 240.82,6: 237.66
Time: 19/19:4:57 Arduino 0: 0: 269.65,1: 264.38,2: 258.75,3: 252.42,4: 247.85,5: 242.58,6: 236.60
Time: 19/19:4:57 Arduino 0: 0: 272.81,1: 267.19,2: 260.51,3: 255.59,4: 248.91,5: 243.63,6: 239.41
Time: 19/19:4:57 Arduino 0: 0: 275.63,1: 270.35,2: 263.67,3: 256.99,4: 252.07,5: 245.39,6: 239.77
Time: 19/19:4:57 Arduino 0: 0: 279.14,1: 272.81,2: 266.13,3: 260.51,4: 252.77,5: 247.85,6: 241.52
Time: 19/19:4:57 Arduino 0: 0: 282.66,1: 275.98,2: 268.24,3: 262.27,4: 256.64,5: 248.55,6: 243.63
Time: 19/19:4:57 Arduino 0: 0: 284.77,1: 277.73,2: 271.41,3: 264.73,4: 257.34,5: 251.72,6: 244.34
Time: 19/19:4:57 Arduino 0: 0: 286.88,1: 280.90,2: 272.81,3: 267.19,4: 260.16,5: 252.42,6: 247.15
Time: 19/19:4:57 Arduino 0: 0: 289.34,1: 283.01,2: 276.33,3: 268.59,4: 262.27,5: 255.23,6: 247.15
Time: 19/19:4:58 Arduino 0: 0: 292.50,1: 286.52,2: 278.09,3: 272.46,4: 264.02,5: 256.64,6: 250.66
Time: 19/19:4:58 Arduino 0: 0: 295.66,1: 288.63,2: 281.25,3: 274.22,4: 266.84,5: 259.10,6: 251.37
Time: 19/19:4:58 Arduino 0: 0: 298.48,1: 291.45,2: 283.71,3: 277.03,4: 268.59,5: 261.21,6: 253.83
Time: 19/19:4:58 Arduino 0: 0: 300.94,1: 293.91,2: 286.17,3: 278.79,4: 271.76,5: 262.27,6: 255.59
Time: 19/19:4:58 Arduino 0: 0: 300.59,1: 293.91,2: 287.58,3: 280.90,4: 272.11,5: 265.08,6: 256.64
Time: 19/19:4:58 Arduino 0: 0: 300.23,1: 294.61,2: 287.23,3: 280.90,4: 273.87,5: 264.73,6: 258.75
Time: 19/19:4:58 Arduino 0: 0: 299.88,1: 294.26,2: 288.28,3: 280.90,4: 273.52,5: 266.48,6: 257.70
Time: 19/19:4:58 Arduino 0: 0: 300.23,1: 294.61,2: 286.88,3: 281.95,4: 274.22,5: 265.78,6: 260.16
Time: 19/19:4:58 Arduino 0: 0: 300.94,1: 294.26,2: 288.28,3: 281.25,4: 274.57,5: 267.54,6: 259.45
Time: 19/19:4:58 Arduino 0: 0: 299.88,1: 294.26,2: 287.58,3: 282.66,4: 274.22,5: 267.19,6: 260.51
Time: 19/19:4:58 Arduino 0: 0: 287.58,1: 284.41,2: 280.90,3: 276.33,4: 272.11,5: 264.73,6: 258.40
Time: 19/19:4:58 Arduino 0: 0: 265.78,1: 268.24,2: 267.89,3: 267.19,4: 262.97,5: 260.16,6: 254.53
Time: 19/19:4:58 Arduino 0: 0: 262.27,1: 261.91,2: 259.80,3: 258.75,4: 256.99,5: 252.77,6: 250.31
Time: 19/19:4:59 Arduino 0: 0: 262.62,1: 259.10,2: 256.99,3: 253.83,4: 251.02,5: 249.26,6: 244.69
Time: 19/19:4:59 Arduino 0: 0: 262.62,1: 259.10,2: 254.18,3: 252.07,4: 248.55,5: 244.69,6: 243.28
Time: 19/19:4:59 Arduino 0: 0: 263.32,1: 259.45,2: 255.23,3: 250.31,4: 246.80,5: 243.98,6: 239.41
Time: 19/19:4:59 Arduino 0: 0: 262.97,1: 259.10,2: 253.83,3: 251.02,4: 246.09,5: 242.23,6: 239.77
Time: 19/19:4:59 Arduino 0: 0: 262.62,1: 258.75,2: 254.53,3: 249.26,4: 246.45,5: 241.52,6: 237.66
Time: 19/19:4:59 Arduino 0: 0: 262.62,1: 258.75,2: 253.83,3: 250.31,4: 244.69,5: 241.52,6: 237.66
Time: 19/19:4:59 Arduino 0: 0: 263.32,1: 259.10,2: 253.83,3: 249.61,4: 245.74,5: 240.12,6: 237.30
Time: 19/19:4:59 Arduino 0: 0: 262.97,1: 258.40,2: 254.18,3: 249.61,4: 244.69,5: 241.52,6: 235.90
Time: 19/19:4:59 Arduino 0: 0: 264.73,1: 260.16,2: 254.18,3: 250.31,4: 245.74,5: 240.12,6: 237.66
Time: 19/19:4:59 Arduino 0: 0: 267.54,1: 262.27,2: 256.99,3: 251.02,4: 246.09,5: 241.88,6: 235.90
Time: 19/19:4:59 Arduino 0: 0: 270.00,1: 265.08,2: 258.40,3: 254.18,4: 247.85,5: 242.23,6: 238.71
Time: 19/19:4:59 Arduino 0: 0: 272.81,1: 267.89,2: 261.91,3: 255.23,4: 250.31,5: 244.69,6: 238.36
Time: 19/19:4:59 Arduino 0: 0: 276.33,1: 271.05,2: 264.02,3: 258.75,4: 251.37,5: 246.09,6: 240.82
Time: 19/19:4:59 Arduino 0: 0: 279.49,1: 273.52,2: 266.84,3: 260.16,4: 254.88,5: 247.15,6: 241.88
Time: 19/19:5:0 Arduino 0: 0: 281.95,1: 275.98,2: 269.30,3: 262.97,4: 255.23,5: 250.31,6: 243.28
Time: 19/19:5:0 Arduino 0: 0: 286.17,1: 278.79,2: 271.05,3: 265.08,4: 258.75,5: 250.66,6: 245.74
Time: 19/19:5:0 Arduino 0: 0: 287.58,1: 280.90,2: 274.57,3: 267.19,4: 260.16,5: 253.83,6: 246.09
Time: 19/19:5:0 Arduino 0: 0: 290.39,1: 283.71,2: 275.63,3: 270.70,4: 262.27,5: 254.88,6: 249.61
Time: 19/19:5:0 Arduino 0: 0: 293.20,1: 286.17,2: 279.49,3: 271.76,4: 264.73,5: 257.70,6: 249.26
